Lubliniec,50.6690,18.6844,Poland,PL,Śląskie,minor,,
Brzeziny,51.8000,19.7500,Poland,PL,Łódzkie,minor,,
Wieluń,51.2206,18.5700,Poland,PL,Łódzkie,minor,,
Wyszków,52.5928,21.4584,Poland,PL,Mazowieckie,minor,,
Jarocin,51.9667,17.5000,Poland,PL,Wielkopolskie,minor,,
Rawicz,51.6092,16.8575,Poland,PL,Wielkopolskie,minor,,
Grójec,51.8656,20.8675,Poland,PL,Mazowieckie,minor,,
Września,52.3333,17.5833,Poland,PL,Wielkopolskie,minor,,
Śrem,52.0833,17.0167,Poland,PL,Wielkopolskie,minor,,
Gostyń,51.8792,17.0125,Poland,PL,Wielkopolskie,minor,,
Kępno,51.2784,17.9891,Poland,PL,Wielkopolskie,minor,,
Ropczyce,50.0833,21.6333,Poland,PL,Podkarpackie,minor,,
Łask,51.5906,19.1328,Poland,PL,Łódzkie,minor,,
"Dąbrowa Tarnowska",50.1750,20.9833,Poland,PL,Małopolskie,minor,,
Polkowice,51.5011,16.0675,Poland,PL,Dolnośląskie,minor,,
Kartuzy,54.3342,18.1974,Poland,PL,Pomorskie,minor,,
Szamotuły,52.6000,16.5833,Poland,PL,Wielkopolskie,minor,,
Proszowice,50.2000,20.3000,Poland,PL,Małopolskie,minor,,
Kłobuck,50.9167,18.9333,Poland,PL,Śląskie,minor,,
Nisko,50.5333,22.1333,Poland,PL,Podkarpackie,minor,,
"Ząbkowice Śląskie",50.5833,16.8167,Poland,PL,Dolnośląskie,minor,,
"Strzelce Opolskie",50.5000,18.2833,Poland,PL,Opolskie,minor,,
Kolbuszowa,50.2500,21.7667,Poland,PL,Podkarpackie,minor,,
Strzyżów,49.8833,21.7833,Poland,PL,Podkarpackie,minor,,
"Środa Wielkopolska",52.2333,17.2833,Poland,PL,Wielkopolskie,minor,,
Wieruszów,51.3000,18.1500,Poland,PL,Łódzkie,minor,,
Końskie,51.2000,20.4167,Poland,PL,Świętokrzyskie,minor,,
Busko-Zdrój,50.4667,20.7167,Poland,PL,Świętokrzyskie,minor,,
"Grodzisk Wielkopolski",52.2333,16.3667,Poland,PL,Wielkopolskie,minor,,
"Nowy Tomyśl",52.3167,16.1333,Poland,PL,Wielkopolskie,minor,,
Białobrzegi,51.6500,20.9500,Poland,PL,Mazowieckie,minor,,
Miechów,50.3578,20.0325,Poland,PL,Małopolskie,minor,,
Kozienice,51.5833,21.5667,Poland,PL,Mazowieckie,minor,,
Ryki,51.6333,21.9333,Poland,PL,Lubelskie,minor,,
Ostrzeszów,51.4000,18.0000,Poland,PL,Wielkopolskie,minor,,
Strzelin,50.7833,17.0667,Poland,PL,Dolnośląskie,minor,,
Jędrzejów,50.6333,20.3000,Poland,PL,Świętokrzyskie,minor,,
Szydłowiec,51.2282,20.8611,Poland,PL,Mazowieckie,minor,,
Staszów,50.5606,21.1667,Poland,PL,Świętokrzyskie,minor,,
Żuromin,53.0661,19.9089,Poland,PL,Mazowieckie,minor,,
Opatów,50.8050,21.4247,Poland,PL,Świętokrzyskie,minor,,
Sztum,53.9217,19.0336,Poland,PL,Pomorskie,minor,,
Augustów,53.8500,22.9667,Poland,PL,Podlaskie,minor,,
Słubice,52.3500,14.5667,Poland,PL,Lubuskie,minor,,
Lesko,49.4661,22.3289,Poland,PL,Podkarpackie,minor,,
Żnin,52.8500,17.7000,Poland,PL,Kujawsko-Pomorskie,minor,,
Pajęczno,51.1500,19.0000,Poland,PL,Łódzkie,minor,,
Parczew,51.6333,22.8667,Poland,PL,Lubelskie,minor,,
Mogilno,52.6583,17.9500,Poland,PL,Kujawsko-Pomorskie,minor,,
Pińczów,50.5210,20.5267,Poland,PL,Świętokrzyskie,minor,,
Pyrzyce,53.1417,14.8917,Poland,PL,Zachodniopomorskie,minor,,
Mońki,53.4069,22.7972,Poland,PL,Podlaskie,minor,,
"Środa Śląska",51.1500,16.5833,Poland,PL,Dolnośląskie,minor,,
"Opole Lubelskie",51.1500,21.9667,Poland,PL,Lubelskie,minor,,
"Janów Lubelski",50.7000,22.4000,Poland,PL,Lubelskie,minor,,
Choszczno,53.1667,15.4000,Poland,PL,Zachodniopomorskie,minor,,
Gryfice,53.9167,15.2000,Poland,PL,Zachodniopomorskie,minor,,
Łosice,52.2167,22.7167,Poland,PL,Mazowieckie,minor,,
"Krosno Odrzańskie",52.0542,15.1000,Poland,PL,Lubuskie,minor,,
Zwoleń,51.3554,21.5877,Poland,PL,Mazowieckie,minor,,
Namysłów,51.0728,17.7069,Poland,PL,Opolskie,minor,,
"Nowy Dwór Gdański",54.2167,19.1167,Poland,PL,Pomorskie,minor,,
Tuchola,53.5879,17.8590,Poland,PL,Kujawsko-Pomorskie,minor,,
Lipsko,51.1595,21.6493,Poland,PL,Mazowieckie,minor,,
Sokółka,53.4050,23.4967,Poland,PL,Podlaskie,minor,,
Goleniów,53.5500,14.8167,Poland,PL,Zachodniopomorskie,minor,,
Włoszczowa,50.8542,19.9669,Poland,PL,Świętokrzyskie,minor,,
Góra,51.6667,16.5500,Poland,PL,Dolnośląskie,minor,,
Olesno,50.8750,18.4167,Poland,PL,Opolskie,minor,,
"Sępólno Krajeńskie",53.4500,17.5300,Poland,PL,Kujawsko-Pomorskie,minor,,
Poddębice,51.9000,18.9667,Poland,PL,Łódzkie,minor,,
Przysucha,51.3586,20.6289,Poland,PL,Mazowieckie,minor,,
Wołów,51.3414,16.6283,Poland,PL,Dolnośląskie,minor,,
Myślibórz,52.9250,14.8667,Poland,PL,Zachodniopomorskie,minor,,
Łobez,53.6392,15.6214,Poland,PL,Zachodniopomorskie,minor,,
Milicz,51.5333,17.2833,Poland,PL,Dolnośląskie,minor,,
Gołdap,54.3063,22.3036,Poland,PL,Warmińsko-Mazurskie,minor,,
"Strzelce Krajeńskie",52.8833,15.5167,Poland,PL,Lubuskie,minor,,
Pisz,53.6274,21.8125,Poland,PL,Warmińsko-Mazurskie,minor,,
Sulęcin,52.4500,15.1167,Poland,PL,Lubuskie,minor,,
"Drawsko Pomorskie",53.5333,15.8000,Poland,PL,Zachodniopomorskie,minor,,
"Ustrzyki Dolne",49.4333,22.6000,Poland,PL,Podkarpackie,minor,,
Międzychód,52.6010,15.8899,Poland,PL,Wielkopolskie,minor,,
